personID,name,dOB,pOB,height,weight,handedness,pid
1573,Anthony Beauvillier,1997-06-08,"Sorel-Tracy, Quebec",180,81,L,b/beauvan01
1574,Joshua Ho-Sang,1996-01-22,"Toronto, Ontario",183,78,R,h/hosanjo01
1575,Connor Jones,1990-08-16,"Montrose, British Columbia",178,80,L,j/jonesco01
1576,Jake Dotchin,1994-03-24,"Cambridge, Ontario",190,95,R,d/dotchja01
1577,Adam Erne,1995-04-20,"New Haven, Connecticut",185,96,L,e/ernead01
1578,Matthew Peca,1993-04-27,"Petawawa, Ontario",173,82,L,p/pecama01
1579,Brayden Point,1996-03-13,"Calgary, Alberta",180,83,R,p/pointbr01
1580,Tanner Richard,1993-04-06,"Markham, Ontario",183,87,L,r/richata01
1581,Pontus Aberg,1993-09-23,"Stockholm, Sweden",183,87,R,a/abergpo01
1582,Alexandre Carrier,1996-10-08,"Quebec City, Quebec",180,78,R,c/carrial01
1583,Frederick Gaudreau,1993-05-01,"Bromont, Quebec",183,81,R,g/gaudrfr01
1584,Vladislav Kamenev,1996-08-12,"Orsk, Russian Federation",188,87,L,k/kamenvl01
1585,Michael Liambas,1989-02-16,"Toronto, Ontario",178,88,L,l/liambmi01
1586,Rasmus Andersson,1996-10-27,"Malmo, Sweden",185,97,R,a/anderra01
1587,Jon Gillies,1994-01-22,"Concord, New Hampshire",198,101,None,g/gillijo01
1588,Mark Jankowski,1994-09-13,"Hamilton, Ontario",193,96,L,j/jankoma01
1589,David Rittich,1992-08-19,"Jihlava, Czechoslovakia",190,93,None,r/rittida01
1590,Matthew Tkachuk,1997-12-11,"Scottsdale, Arizona",188,91,L,t/tkachma01
1591,Robert Hagg,1995-02-08,"Uppsala, Sweden",188,92,L,h/haggro01
1592,Travis Konecny,1997-03-11,"London, Ontario",178,84,R,k/konectr01
1593,Roman Lyubimov,1992-01-06,"Tver, Russian Federation",188,93,R,l/lyubiro01
1594,Samuel Morin,1995-07-12,"Lac-Beauport, Quebec",198,104,L,m/morinsa01
1595,Ivan Provorov,1997-01-13,"Yaroslavl, Russian Federation",185,97,L,p/provoiv01
1596,Anthony Stolarz,1994-01-20,"Edison, New Jersey",198,110,None,s/stolaan01
1597,Mike Vecchione,1993-02-25,"Saugus, Massachusetts",178,87,R,v/vecchmi01
1598,Sebastian Aho,1997-07-26,"Rauma, Finland",183,78,L,a/ahose01
1599,Jorge Alves,1979-01-30,None,None,None,L,a/alvesjo01
1600,Martin Frk,1993-10-05,"Pelhrimov, Czech Republic",185,92,R,f/frkma01
1601,Alex Nedeljkovic,1996-01-07,"Parma, Ohio",183,85,None,n/nedelal01
1602,Andrew Poturalski,1994-01-14,"Williamsville, New York",178,83,R,p/poturan01
1603,Lucas Wallmark,1995-09-05,"Umea, Sweden",183,80,L,w/wallmlu01
1604,Valentin Zykov,1995-05-15,"St. Petersburg, Russian Federation",183,90,R,z/zykovva01
1605,Eric Comrie,1995-07-06,"Edmonton, Alberta",185,81,None,c/comrier01
1606,Kyle Connor,1996-12-09,"Shelby Township, Michigan",185,83,L,c/connoky01
1607,Patrik Laine,1998-04-19,"Tampere, Finland",196,95,R,l/lainepa01
1608,Nelson Nogier,1996-05-27,"Saskatoon, Saskatchewan",190,93,R,n/nogiene01
1609,Jack Roslovic,1997-01-29,"Columbus, Ohio",185,84,R,r/rosloja01
1610,Jonny Brodzinski,1993-06-19,"Ham Lake, Minnesota",185,97,R,b/brodzjo01
1611,Adrian Kempe,1996-09-13,"Kramfors, Sweden",188,92,L,k/kempead01
1612,Paul Ladue,1992-09-06,"Grand Forks, North Dakota",190,90,R,l/laduepa01
1613,Tom Rowe,1956-05-23,"Lynn, United States",183,86,R,/coaches/roweto01c.html
1614,Shane Harper,1989-02-01,"Valencia, California",180,87,R,h/harpesh01
1615,Denis Malgin,1997-01-18,"Olten, Switzerland",175,80,R,m/malgide01
1616,Ian McCoshen,1995-08-05,"Anaheim, California",190,98,L,m/mccosia01
1617,MacKenzie Weegar,1994-01-07,"Ottawa, Ontario",183,90,R,w/weegama01
1618,Tyler Bertuzzi,1995-02-24,"Sudbury, Ontario",185,90,L,b/bertuty01
1619,Jared Coreau,1991-11-05,"Perth, Ontario",196,97,None,c/coreaja01
1620,Nick Jensen,1990-09-21,"Rogers, Minnesota",185,92,R,j/jenseni02
1621,Matthew Lorito,1990-07-03,"Oakville, Ontario",175,77,L,l/loritma01
1622,Dan Renouf,1994-06-01,"Pickering, Ontario",190,89,L,r/renouda01
1623,Robbie Russo,1993-02-15,"Westmont, Illinois",183,86,R,r/russoro01
1624,Evgeny Svechnikov,1996-10-31,"Yuzhno-Sakhalinsk, Russian Federation",190,93,L,s/svechev01
1625,Justin Dowling,1990-10-01,"Calgary, Alberta",178,81,L,d/dowliju01
1626,Remi Elie,1995-04-16,"Cornwall, Ontario",185,97,L,e/eliere01
1627,Denis Gurianov,1997-06-07,"Togliatti, Russian Federation",190,88,L,g/guriade01
1628,Julius Honka,1995-12-03,"Jyvaskyla, Finland",180,81,R,h/honkaju01
1629,Gemel Smith,1994-04-16,"Toronto, Ontario",178,92,L,s/smithge02
1630,Brady Austin,1993-06-16,"Bobcaygeon, Ontario",193,103,L,a/austibr01
1631,Nicholas Baptiste,1995-08-04,"Ottawa, Ontario",185,92,R,b/baptini01
1632,Erik Burgdoerfer,1988-12-11,"Abington, Pennsylvania",185,93,R,b/burgder01
1633,William Carrier,1994-12-20,"LaSalle, Quebec",188,98,L,c/carriwi01
1634,Brendan Guhle,1997-07-29,"Edmonton, Alberta",188,86,L,g/guhlebr01
1635,Sean Malone,1995-04-30,"Buffalo, New York",183,89,L,m/malonse01
1636,Alexander Nylander,1998-03-02,"Calgary, Alberta",185,87,R,n/nylanal01
1637,C.J. Smith,1994-12-01,"Des Moines, Iowa",180,83,L,s/smithcj01
1638,Yohann Auvitu,1989-07-27,"Ivry-sur-Seine, France",180,84,L,a/auvityo01
1639,Blake Coleman,1991-11-28,"Plano, Texas",180,93,L,c/colembl01
1640,Michael Kapla,1994-09-19,"Eau Claire, Wisconsin",183,91,L,k/kaplami01
1641,Nick Lappin,1992-11-01,"Geneva, Illinois",185,79,R,l/lappini01
1642,John Quenneville,1996-04-16,"Edmonton, Alberta",185,88,L,q/quennjo02
1643,Kevin Rooney,1993-05-21,"Canton, Massachusetts",188,86,L,r/rooneke01
1644,Blake Speers,1997-01-02,"Sault Ste. Marie, Ontario",180,83,R,s/speerbl01
1645,Ben Thomson,1993-01-16,"Brampton, Ontario",190,97,L,t/thomsbe01
1646,Jakob Chychrun,1998-03-31,"Boca Raton, Florida",188,95,L,c/chychja01
1647,Lawson Crouse,1997-06-23,"Mt. Brydges, Ontario",193,99,L,c/crousla01
1648,Anthony DeAngelo,1995-10-24,"Sewell, New Jersey",180,81,R,d/deangan01
1649,Christian Dvorak,1996-02-02,"Palos, Illinois",183,88,L,d/dvorach01
1650,Christian Fischer,1997-04-15,"Chicago, Illinois",188,97,R,f/fischch01
1651,Clayton Keller,1998-07-29,"Chesterfield, Missouri",178,77,L,k/kellecl01
1652,Marek Langhamer,1994-07-22,"Moravska Trebova, Czech Republic",188,86,None,l/langhma01
1653,Brendan Perlini,1996-04-27,"Guildford, United Kingdom",190,95,L,p/perlibr01
1654,Dylan Strome,1997-03-07,"Mississauga, Ontario",190,90,L,s/stromdy01
1655,Brock Boeser,1997-02-25,"Burnsville, Minnesota",185,94,R,b/boesebr01
1656,Joseph Labate,1993-04-16,"Burnsville, Minnesota",196,96,L,l/labatjo01
1657,Evan McEneny,1994-05-22,"Hamilton, Ontario",188,92,L,m/mceneev01
1658,Griffen Molino,1994-01-21,"Trenton, Michigan",180,77,L,m/molingr01
1659,Anton Rodin,1990-11-21,"Stockholm, Sweden",183,84,L,r/rodinan01
1660,Troy Stecher,1994-04-07,"Richmond, British Columbia",178,84,R,s/stechtr01
1661,Jared Bednar,1972-02-28,"Yorkton, Saskatchewan",190,92,None,/coaches/bednaja99c.html
1662,J.T. Compher,1995-04-08,"Northbrook, Illinois",183,86,R,c/comphj.01
1663,A.J. Greer,1996-12-14,"Joliette, Quebec",190,95,L,g/greeraj01
1664,Samuel Henley,1993-07-25,"Val-d'Or, Quebec",193,95,L,h/henlesa01
1665,Tyson Jost,1998-03-14,"St. Albert, Alberta",180,84,L,j/jostty01
1666,Anton Lindholm,1994-11-29,"Skelleftea, Sweden",180,86,L,l/lindhan01
1667,Spencer Martin,1995-06-08,"Oakville, Ontario",190,86,None,m/martisp01
1668,Jeremy Smith,1989-04-13,"Dearborn, Michigan",185,80,None,s/smithje02
1669,Samuel Girard,1998-05-12,"Roberval, Quebec",178,77,L,g/girarsa01
1670,Eeli Tolvanen,1999-04-22,"Vihti, Finland",178,86,L,t/tolvaee01
1671,Brendan Lemieux,1996-03-15,"Denver, Colorado",185,97,L,l/lemiebr01
1672,Sami Niku,1996-10-10,"Haapavesi, Finland",185,87,L,n/nikusa01
1673,Tucker Poolman,1993-06-08,"Dubuque, Iowa",188,90,R,p/poolmtu01
1674,Anthony Cirelli,1997-07-15,"Etobicoke, Ontario",183,86,L,c/cirelan01
1675,Anders Bjork,1996-08-05,"Mequon, Wisconsin",183,89,L,b/bjorkan01
1676,Colby Cave,1994-12-26,"Battleford, Saskatchewan",185,90,L,c/caveco01
1677,Jake DeBrusk,1996-10-17,"Edmonton, Alberta",183,85,L,d/debruja01
1678,Ryan Donato,1996-04-09,"Boston, Massachusetts",183,87,L,d/donatry01
1679,Charlie McAvoy,1997-12-21,"Long Beach, New York",183,94,R,m/mcavoch01
1680,Oscar Dansk,1994-02-28,"Stockholm, Sweden",190,88,None,d/danskos01
1681,Dylan Ferguson,1998-09-20,"Lantzville, British Columbia",188,83,L,f/fergudy01
1682,Tomas Hyka,1993-03-23,"Mlada Boleslav, Czech Republic",180,72,R,h/hykato01
1683,Maxime Lagace,1993-01-12,"Saint-Augustin, Quebec",188,86,None,l/lagacma01
1684,Vadim Shipachyov,1987-03-12,"Cherepovets, USSR",183,84,L,s/shipava01
1685,Zach Whitecloud,1996-11-28,"Brandon, Manitoba",188,94,R,w/whiteza01
1686,Madison Bowey,1995-04-22,"Winnipeg, Manitoba",188,91,R,b/boweyma01
1687,Travis Boyd,1993-09-14,"Hopkins, Minnesota",183,86,R,b/boydtr01
1688,Christian Djoos,1994-08-06,"Gothenburg, Sweden",183,76,L,d/djoosch01
1689,Shane Gersich,1996-07-10,"Chaska, Minnesota",180,81,L,g/gersish01
1690,Jakub Jerabek,1991-05-12,"Pilsen, Czechoslovakia",180,90,L,j/jerabja01
1691,Nathan Walker,1994-02-07,"Cardiff, United Kingdom",175,84,L,w/walkena01
1692,Andreas Borgman,1995-06-18,"Stockholm, Sweden",183,90,L,b/borgman01
1693,Travis Dermott,1996-12-22,"Newmarket, Ontario",183,92,L,d/dermotr01
1694,Justin Holl,1992-01-30,"Tonka Bay, Minnesota",193,95,R,h/hollju01
1695,Andreas Johnsson,1994-11-21,"Gavle, Sweden",178,87,L,j/johnsan01
1696,Calle Rosen,1994-02-02,"Vaxjo, Sweden",185,84,L,r/rosenca01
1697,Giovanni Fiore,1996-08-13,"Laval, Quebec",185,85,L,f/fioregi01
1698,Marcus Pettersson,1996-05-08,"Skelleftea, Sweden",190,80,L,p/pettema01
1699,Kevin Roy,1993-05-20,"Greenfield Park, Quebec",175,77,L,r/royke01
1700,Troy Terry,1997-09-10,"Denver, Colorado",183,83,R,t/terrytr01
1701,Andy Welinski,1993-04-27,"Duluth, Minnesota",185,91,R,w/welinan01
1702,Louis Belpedio,1996-05-14,"Skokie, Illinois",180,86,R,b/belpelo01
1703,Jordan Greenway,1997-02-16,"Canton, New York",198,102,L,g/greenjo02
1704,Justin Kloos,1993-11-30,"Lakeville, Minnesota",175,81,R,k/kloosju01
1705,Luke Kunin,1997-12-04,"Chesterfield, Missouri",183,88,R,k/kuninlu01
1706,Nick Seeler,1993-06-03,"Eden Prairie, Minnesota",188,91,L,s/seeleni01
1707,Carson Soucy,1994-07-27,"Viking, Alberta",196,95,L,s/soucyca01
1708,Dylan Gambrell,1996-08-26,"Bonney Lake, Washington",183,84,R,g/gambrdy01
1709,Joakim Ryan,1993-06-17,"Rumson, New Jersey",180,83,L,r/ryanjo02
1710,Zach Aston-Reese,1994-08-10,"Staten Island, New York",183,92,L,a/astonza01
1711,Casey DeSmith,1991-08-13,"Rochester, New Hampshire",183,81,None,d/desmica01
1712,Tyrell Goulbourne,1994-01-26,"Edmonton, Alberta",183,90,L,g/goulbty01
1713,Oskar Lindblom,1996-08-15,"Gavle, Sweden",185,86,L,l/lindbos01
1714,Alex Lyon,1992-12-09,"Baudette, Minnesota",185,91,None,l/lyonal01
1715,Danick Martel,1994-12-12,"Drummondville, Quebec",173,79,L,m/marteda01
1716,Will O'Neill,1988-04-28,"Boston, Massachusetts",185,86,L,o/oneilwi01
1717,Nolan Patrick,1998-09-19,"Winnipeg, Manitoba",188,89,R,p/patrino01
1718,Travis Sanheim,1996-03-29,"Elkhorn, Manitoba",190,94,L,s/sanhetr01
1719,John Stevens,1966-05-04,"Campbellton, New Brunswick",185,88,L,/coaches/stevejo01c.html
1720,Michael Amadio,1996-05-13,"Sault Ste. Marie, Ontario",185,92,R,a/amadimi01
1721,Justin Auger,1994-05-14,"Kitchener, Ontario",201,103,R,a/augerju01
1722,Daniel Brickley,1995-03-30,"Sandy, Utah",190,92,L,b/brickda01
1723,Andrew Crescenzi,1992-07-29,"Thornhill, Ontario",193,90,L,c/crescan01
1724,Oscar Fantenberg,1991-10-07,"Ljungby, Sweden",183,93,L,f/fanteos01
1725,Alex Iafallo,1993-12-21,"Eden, New York",183,86,L,i/iafalal01
1726,Kurtis MacDermid,1994-03-25,"Sauble Beach, Ontario",196,105,L,m/macdeku01
1727,Kenneth Appleby,1995-04-10,"North Bay, Ontario",196,97,None,a/appleke01
1728,Jesper Bratt,1998-07-30,"Stockholm, Sweden",178,79,L,b/brattje01
1729,Will Butcher,1995-01-06,"Sun Prairie, Wisconsin",178,86,L,b/butchwi01
1730,Nico Hischier,1999-01-04,"Brig, Switzerland",185,79,L,h/hischni01
1731,Alex Broadhurst,1993-03-07,"New Lenox, Illinois",183,80,L,b/broadal01
1732,Pierre-Luc Dubois,1998-06-24,"Ste-Agathe-Des-Monts, Quebec",190,98,L,d/duboipi01
1733,Eric Robinson,1995-06-14,"Bellmawr, New Jersey",188,90,L,r/robiner01
1734,Bob Boughner,1971-03-08,"Windsor, Ontario",183,92,R,/coaches/boughbo01c.html
1735,Chase Balisy,1992-02-02,"Fullerton, California",180,81,L,b/balisch01
1736,Henrik Borgstrom,1997-08-06,"Helsinki, Finland",190,86,L,b/borgshe01
1737,Evgenii Dadonov,1989-03-12,"Chelyabinsk, USSR",180,83,L,d/dadonev01
1738,Henrik Haapala,1994-02-28,"Lempaala, Finland",175,74,L,h/haapahe01
1739,Dryden Hunt,1995-11-24,"Cranbrook, British Columbia",183,87,L,h/huntdr01
1740,Maxim Mamin,1995-01-13,"Moscow, Russian Federation",188,93,L,m/maminma01
1741,Harri Sateri,1989-12-29,"Toijala, Finland",185,92,None,s/saterha01
1742,Owen Tippett,1999-02-16,"Peterborough, Ontario",185,93,R,t/tippeow01
1743,Curtis Valk,1993-02-08,"Medicine Hat, Alberta",175,75,L,v/valkcu01
1744,Alexander Kerfoot,1994-08-11,"Vancouver, British Columbia",178,83,L,k/kerfoal01
1745,Andrei Mironov,1994-07-29,"Moscow, Russian Federation",190,87,L,m/mironan01
1746,Dominic Toninato,1994-03-09,"Duluth, Minnesota",188,91,L,t/tonindo01
1747,Sammy Blais,1996-06-17,"Montmagny, Quebec",188,92,L,b/blaissa01
1748,Vince Dunn,1996-10-29,"Mississauga, Ontario",183,92,L,d/dunnvi02
1749,Mitch Reinke,1996-02-04,"Stillwater, Minnesota",180,82,R,r/reinkmi01
1750,Tage Thompson,1997-10-30,"Phoenix, Arizona",201,99,R,t/thompta01
1751,Dillon Heatherington,1995-05-09,"Calgary, Alberta",193,99,L,h/heathdi01
1752,Spencer Foo,1994-05-19,"St. Albert, Alberta",183,86,R,f/foosp01
1753,Morgan Klimchuk,1995-03-02,"Calgary, Alberta",180,81,L,k/klimcmo01
1754,Ryan Lomberg,1994-09-12,"Richmond Hill, Ontario",175,84,L,l/lombery01
1755,Andrew Mangiapane,1996-04-04,"Toronto, Ontario",178,83,L,m/mangian01
1756,Haydn Fleury,1996-07-08,"Carlyle, Saskatchewan",190,94,L,f/fleurha01
1757,Warren Foegele,1996-04-01,"Markham, Ontario",188,89,L,f/foegewa01
1758,Janne Kuokkanen,1998-05-25,"Oulunsalo, Finland",185,87,L,k/kuokkja01
1759,Roland McKeown,1996-01-20,"Listowel, Ontario",185,88,R,m/mckeoro01
1760,Martin Necas,1999-01-15,"Nove Mesto na Morave, Czech Republic",190,86,R,n/necasma01
1761,Nicolas Roy,1997-02-05,"Amos, Quebec",193,92,R,r/royni01
1762,Sebastian Aho,1996-02-17,"Umea, Sweden",180,83,L,a/ahose02
1763,Michael Dal Colle,1996-06-20,"Woodbridge, Ontario",190,88,L,d/dalcomi01
1764,Tanner Fritz,1991-08-20,"Grande Prairie, Alberta",180,87,R,f/fritzta01
1765,Ethan Bear,1997-06-26,"Regina, Saskatchewan",180,89,R,b/bearet01
1766,Kailer Yamamoto,1998-09-29,"Spokane, Washington",173,69,R,y/yamamka01
1767,Lias Andersson,1998-10-13,"Smogen, Sweden",180,86,L,a/anderli01
1768,Filip Chytil,1999-09-05,"Kromeriz, Czech Republic",188,93,L,c/chytifi01
1769,Steven Fogarty,1993-04-19,"Chambersburg, Pennsylvania",190,92,R,f/fogarst01
1770,Alexandar Georgiev,1996-02-10,"Ruse, Bulgaria",185,80,L,g/georgal01
1771,John Gilmour,1993-05-17,"Montreal, Quebec",183,88,L,g/gilmojo01
1772,Brandon Halverson,1996-03-29,"Traverse City, Michigan",193,95,L,h/halvebr01
1773,Vinni Lettieri,1995-02-06,"Excelsior, Minnesota",175,78,R,l/lettivi01
1774,Neal Pionk,1995-07-29,"Omaha, Nebraska",183,86,R,p/pionkne01
1775,Carl Dahlstrom,1995-01-28,"Stockholm, Sweden",193,100,L,d/dahlsca01
1776,Alex DeBrincat,1997-12-18,"Farmington Hills, Michigan",170,74,R,d/debrial01
1777,Collin Delia,1994-06-20,"Rancho Cucamonga, California",188,94,None,d/deliaco01
1778,Victor Ejdsell,1995-06-06,"Karlstad, Sweden",196,97,L,e/ejdsevi01
1779,Scott Foster,1982-01-17,"Sarnia, Ontario",183,83,None,f/fostesc01
1780,Jeff Glass,1985-11-19,"Calgary, Alberta",190,93,None,g/glassje01
1781,Matthew Highmore,1996-02-27,"Halifax, Nova Scotia",180,85,L,h/highmma01
1782,Blake Hillman,1996-01-26,"Elk River, Minnesota",185,81,L,h/hillmbl01
1783,David Kampf,1995-01-12,"Chomutov, Czech Republic",188,85,L,k/kampfda01
1784,Jan Rutta,1990-07-29,"Pisek, Czechoslovakia",190,92,R,r/ruttaja02
1785,Dylan Sikura,1995-06-01,"Aurora, Ontario",180,77,L,s/sikurdy01
1786,Joe Hicketts,1996-05-04,"Kamloops, British Columbia",173,81,L,h/hickejo01
1787,Dominic Turgeon,1996-02-25,"Pointe-Claire, Quebec",188,90,L,t/turgedo01
1788,Travis Green,1970-12-20,"Castlegar, British Columbia",185,92,R,/coaches/greentr01c.html
1789,Thatcher Demko,1995-12-08,"San Diego, California",193,87,L,d/demkoth01
1790,Adam Gaudette,1996-10-03,"Braintree, Massachusetts",185,77,R,g/gaudead01
1791,Philip Holm,1991-12-08,"Stockholm, Sweden",185,86,L,h/holmph01
1792,Ashton Sautner,1994-05-27,"Flin Flon, Manitoba",185,88,L,s/sautnas01
1793,Noah Juulsen,1997-04-02,"Surrey, British Columbia",188,91,R,j/juulsno01
1794,Victor Mete,1998-06-07,"Woodbridge, Ontario",175,83,L,m/metevi01
1795,Rick Tocchet,1964-04-09,"Scarborough, Ontario",183,95,R,/coaches/tocchri01c.html
1796,Kyle Capobianco,1997-08-13,"Mississauga, Ontario",185,88,L,c/capobky01
1797,Adin Hill,1996-05-11,"Comox, British Columbia",198,90,L,h/hillad01
1798,Mario Kempe,1988-09-19,"Kramfors, Sweden",183,83,L,k/kempema01
1799,Nicholas Merkley,1997-05-23,"Calgary, Alberta",178,88,R,m/merklni01
1800,Dakota Mermis,1994-01-05,"Alton, Illinois",183,88,L,m/mermida01
1801,Trevor Murphy,1995-07-17,"Windsor, Ontario",178,81,L,m/murphtr01
1802,Logan Brown,1998-03-05,"Raleigh, North Carolina",198,98,L,b/brownlo01
1803,Filip Chlapik,1997-06-03,"Prague, Czech Republic",188,87,L,c/chlapfi01
1804,Alex Formenton,1999-09-13,"Barrie, Ontario",188,83,L,f/formeal01
1805,Christian Jaros,1996-04-02,"Kosice, Slovakia",190,100,R,j/jarosch01
1806,Jack Rodewald,1994-02-14,"Calgary, Alberta",188,85,R,r/rodewja01
1807,Ben Sexton,1991-06-06,"Ottawa, Ontario",180,88,R,s/sextobe01
1808,Christian Wolanin,1995-03-17,"Quebec City, Quebec",188,86,L,w/wolanch01
1809,Phil Housley,1964-03-09,"St. Paul, United States",178,83,L,/coaches/houslph01c.html
1810,Victor Antipin,1992-12-06,"Ust-Kamenogorsk, Kazakhstan",180,79,L,a/antipvi01
1811,Kyle Criscuolo,1992-05-05,"Southampton, New Jersey",173,81,R,c/criscky01
1812,Casey Mittelstadt,1998-11-22,"Eden Prairie, Minnesota",185,88,L,m/mitteca01
1813,Adam Wilcox,1992-11-26,"South St. Pau, Minnesota",183,85,None,w/wilcoad01
1814,Erik Cernak,1997-05-28,"Kosice, Slovakia",190,104,R,c/cernaer01
1815,Mathieu Joseph,1997-02-09,"Laval, Quebec",185,86,L,j/josepma01
1816,Eddie Pasquale,1990-11-20,"Toronto, Ontario",188,97,None,p/pasqued01
1817,Dillon Dube,1998-07-20,"Golden, British Columbia",180,84,L,d/dubedi01
1818,Juuso Valimaki,1998-10-06,"Tampere, Finland",188,96,L,v/valimju01
1819,Connor Clifton,1995-04-28,"Long Branch, New Jersey",180,79,R,c/cliftco01
1820,Trent Frederic,1998-02-11,"St. Louis, Missouri",188,92,L,f/fredetr01
1821,Karson Kuhlman,1995-09-26,"Esko, Minnesota",180,83,R,k/kuhlmka01
1822,Jeremy Lauzon,1997-04-28,"Val D'or, Quebec",185,92,L,l/lauzoje01
1823,Zachary Senyshyn,1997-03-30,"Ottawa, Ontario",185,87,R,s/senysza01
1824,Urho Vaakanainen,1999-01-01,"Joensuu, Finland",185,83,L,v/vaakaur01
1825,Jakub Zboril,1997-02-21,"Brno, Czech Republic",183,90,L,z/zborija01
1826,Todd Reirden,1971-06-25,"Deerfield, United States",196,102,L,/coaches/reirdto01c.html
1827,Tyler Lewington,1994-12-05,"Edmonton, Alberta",183,87,R,l/lewinty01
1828,Jonas Siegenthaler,1997-05-06,"Zurich, Switzerland",188,98,L,s/siegejo01
1829,Devon Toews,1994-02-21,"Abbotsford, British Columbia",185,86,L,t/toewsde01
1830,Rourke Chartier,1996-04-03,"Saskatoon, Saskatchewan",180,86,L,c/chartro01
1831,Jacob Middleton,1996-01-02,"Wainwright, Alberta",190,99,L,m/middlja01
1832,Lukas Radil,1990-08-05,"Caslav, Czechoslovakia",193,90,R,r/radillu01
1833,Radim Simek,1992-09-20,"Mlada Boleslav, Czechoslovakia",183,90,L,s/simekra01
1834,Antti Suomela,1994-03-17,"Espoo, Finland",183,81,L,s/suomean01
1835,Colin Blackwell,1993-03-28,"Lawrence, Massachusetts",175,86,R,b/blackco01
1836,Dante Fabbro,1998-06-20,"Coquitlam, British Columbia",183,85,R,f/fabbrda01
1837,Rem Pitlick,1997-04-02,"Plymouth, Minnesota",180,88,L,p/pitlire01
1838,Anthony Richard,1996-12-20,"Trois-Rivieres, Quebec",178,73,L,r/richaan01
1839,Par Lindholm,1991-10-05,"Kusmark, Sweden",183,83,L,l/lindhpa01
1840,Trevor Moore,1995-03-31,"Thousand Oaks, California",178,83,L,m/mooretr01
1841,Igor Ozhiganov,1992-10-13,"Krasnogorsk, Russian Federation",188,95,R,o/ozhigig01
1842,Teddy Blueger,1994-08-15,"Riga, Latvia",183,83,L,b/bluegte01
1843,Adam Johnson,1994-06-22,"Grand Rapids, Minnesota",183,79,L,j/johnsad01
1844,Juuso Riikola,1993-11-09,"Joensuu, Finland",183,85,L,r/riikoju01
1845,Rod Brind'Amour,1970-08-09,"Ottawa, Ontario",185,92,L,/coaches/brindro01c.html
1846,Jake Bean,1998-06-09,"Calgary, Alberta",185,84,L,b/beanja01
1847,Clark Bishop,1996-03-29,"St. John's, Newfoundland and Labrador",185,90,L,b/bishocl01
1848,Saku Maenalanen,1994-05-29,"Kemi, Finland",193,93,L,m/maenasa01
1849,Andrei Svechnikov,2000-03-26,"Barnaul, Russian Federation",188,90,L,s/svechan01
1850,Jordan Kyrou,1998-05-05,"Toronto, Ontario",183,79,R,k/kyroujo01
1851,Mackenzie MacEachern,1994-03-09,"Bloomfield Hills, Michigan",188,86,L,m/maceama01
1852,Robert Thomas,1999-07-02,"Aurora, Ontario",183,85,R,t/thomaro01
1853,Mason Appleton,1996-01-15,"Green Bay, Wisconsin",188,87,R,a/applema01
1854,Kristian Vesalainen,1999-06-01,"Helsinki, Finland",190,93,L,v/vesalkr01
1855,Kole Sherwood,1997-01-22,"Columbus, Ohio",185,96,R,s/sherwko01
1856,Kevin Stenlund,1996-09-20,"Huddinge, Sweden",193,97,R,s/stenlke01
1857,Alexandre Texier,1999-09-13,"St. Martin D'heres, France",185,84,L,t/texieal01
1858,Jesperi Kotkaniemi,2000-07-06,"Pori, Finland",188,91,L,k/kotkaje01
1859,Ryan Poehling,1999-01-03,"Lakeville, Minnesota",188,89,L,p/poehlry01
1860,Jimmy Schuldt,1995-05-11,"Minnetonka, Minnesota",185,92,L,s/schulja01
1861,Jim Montgomery,1969-06-30,"Montreal, Quebec",178,81,R,/coaches/montgji01c.html
1862,Gavin Bayreuther,1994-05-12,"Canaan, New Hampshire",185,88,L,b/bayrega01
1863,Landon Bow,1995-08-24,"St. Albert, Alberta",196,95,None,b/bowla01
1864,Ben Gleason,1998-03-25,"Ortonville, Michigan",185,83,L,g/gleasbe01
1865,Miro Heiskanen,1999-07-18,"Espoo, Finland",185,86,L,h/heiskmi01
1866,Roope Hintz,1996-11-17,"Tampere, Finland",190,95,L,h/hintzro01
1867,Joel L'Esperance,1995-08-18,"Brighton, Michigan",188,95,R,l/lespejo01
1868,Sheldon Dries,1994-04-23,"Macomb, Michigan",175,81,L,d/driessh01
1869,Pavel Francouz,1990-06-03,"Plzen, Czechoslovakia",183,81,None,f/francpa01
1870,Ryan Graves,1995-05-21,"Yarmouth, Nova Scotia",196,99,L,g/gravery01
1871,Logan O'Connor,1996-08-14,"Missouri City, Texas",183,79,R,o/oconnlo01
1872,Josh Brown,1994-01-21,"London, Ontario",196,100,R,b/brownjo01
1873,Anthony Greco,1993-09-30,"Queens, New York",178,78,R,g/grecoan01
1874,Jayce Hawryluk,1996-01-01,"Yorkton, Saskatchewan",180,88,R,h/hawryja01
1875,Brady Keeper,1996-06-05,"Cross Lake, Manitoba",188,89,R,k/keepebr01
1876,Bogdan Kiselevich,1990-02-14,"Cherepovets, USSR",183,91,L,k/kiselbo01
1877,Juho Lammikko,1996-01-29,"Noormarkku, Finland",188,86,L,l/lammiju01
1878,Jacob MacDonald,1993-02-26,"Portland, Oregon",183,92,L,m/macdoja02
1879,Sam Montembeault,1996-10-30,"Becancour, Quebec",190,90,L,m/montesa01
1880,Riley Stillman,1998-03-09,"Peterborough, Ontario",185,88,L,s/stillri01
1881,Michael Bunting,1995-09-17,"Scarborough, Ontario",180,89,L,b/buntimi01
